samb01,samb02,samb03,samb04,samb05,samb06,samb07,samb08,samb09,samb10,samb11,samb12,samb13,samb14,samb15,samb16,samb17,samb18,samb19,gender,age,id,semester,ethnic,SAmb_tot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1000,19,1,1
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,NA,1001,19,2,12
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1002,19,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,1003,19,1,2
0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,NA,1004,19,5,8
0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,NA,1005,19,1,9
0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,NA,1006,19,1,7
1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,NA,1007,19,1,12
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,NA,1008,19,1,6
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1009,19,1,18
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,1010,19,1,2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,NA,1011,19,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1012,19,1,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,1013,19,2,4
0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,NA,1014,19,1,7
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,1016,19,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1017,19,1,0
1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,NA,1018,19,1,10
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,NA,1019,19,3,5
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1020,19,1,4
0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,NA,1022,19,1,7
0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,NA,1023,19,4,15
0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,1024,19,1,5
0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1025,19,1,5
0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,1026,19,1,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1028,19,1,2
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,1029,19,1,5
1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,NA,1041,19,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1042,19,1,0
0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,1043,19,1,14
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1045,19,1,2
0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,NA,1046,19,4,9
0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,NA,1047,19,1,6
0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,1051,19,1,4
0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,NA,1052,19,3,7
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,1053,19,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1054,19,2,1
1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,NA,1055,19,1,12
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,1057,19,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1058,19,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1063,19,1,0
0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,NA,1064,19,3,8
0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,NA,0,1,0,0,NA,1065,19,2,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1066,19,1,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,1067,19,NA,2
0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,NA,1068,19,1,7
0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,NA,1069,19,6,8
0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,NA,1070,19,1,8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,1081,19,1,3
0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,NA,1082,19,1,9
0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,1083,19,1,4
0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,NA,1084,19,4,13
0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,NA,1085,19,1,14
0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,NA,1088,19,1,8
1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,NA,1089,19,2,10
0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,NA,1090,19,NA,9
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1091,19,1,3
0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,1093,19,1,10
1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,NA,1094,19,1,14
0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,NA,1095,19,1,9
1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,NA,1097,19,1,8
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,1098,19,1,3
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,NA,1099,19,1,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1100,19,1,1
0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,NA,1101,19,1,8
1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,NA,1103,19,2,13
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,NA,1104,19,1,16
0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,NA,1105,19,1,12
1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,NA,1106,19,1,12
0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,NA,1107,19,2,9
0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,NA,1108,19,2,9
1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,NA,1109,19,1,10
0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1111,19,1,4
0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,NA,1112,19,1,7
0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,NA,1113,19,2,9
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,NA,1114,19,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1115,19,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,1116,19,1,2
0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,NA,1117,19,1,12
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1118,19,1,1
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,1119,19,2,4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1120,19,1,2
1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,NA,1121,19,1,12
0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,NA,1122,19,2,11
0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,NA,1124,19,1,5
0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,NA,1125,19,2,14
0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,NA,1127,19,1,6
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,NA,1128,19,NA,4
0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,NA,1129,19,NA,10
0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,NA,1131,19,2,9
0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,NA,1132,19,1,7
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,NA,1133,19,1,16
0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,NA,1134,19,1,9
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1135,19,1,16
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1136,19,2,1
0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,NA,1159,19,1,9
1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,NA,1161,19,1,13
0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1162,19,1,16
0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,NA,1163,19,1,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,1165,19,1,18
1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA,0,NA,1166,19,1,9
0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,NA,1167,19,1,12
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,NA,1172,19,1,6
0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,NA,1175,19,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1176,19,1,0
0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,NA,1177,19,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1178,19,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1179,19,1,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,NA,1180,19,1,5
0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,NA,1181,19,1,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1182,19,1,1
0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,NA,1183,19,1,7
0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,NA,1185,19,1,10
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,NA,1186,19,1,17
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,1188,19,6,4
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,NA,1189,19,NA,4
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1191,19,1,5
0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,NA,1192,19,1,7
0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,NA,1193,19,2,14
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,NA,1194,19,NA,5
0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,NA,1197,19,2,7
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,NA,1199,19,1,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,2000,19,2,2
0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NA,2001,19,2,4
0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,NA,2002,19,4,11
0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,NA,2003,19,2,8
0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,NA,2004,19,1,7
0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,NA,2005,19,1,7
0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,NA,2006,19,1,10
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,2007,19,1,16
1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,NA,2008,19,1,13
0,0,1,1,1,0,1,1,0,NA,NA,NA,NA,1,1,0,1,0,1,1,NA,2009,19,2,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2010,19,2,0
0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,2011,19,2,5
0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,NA,2012,19,1,9
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,2013,19,1,4
0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,NA,2014,19,2,12
0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,NA,2015,19,2,8
0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,NA,2016,19,2,8
1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,2018,19,1,15
0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,NA,2019,19,NA,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,2020,19,1,18
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,NA,2021,19,2,5
0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,2022,19,NA,15
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,2023,19,2,16
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,2024,19,1,4
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,2025,19,1,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,2026,19,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2027,19,1,1
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,2029,19,3,2
0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,NA,2030,19,1,7
0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,NA,2031,19,2,6
0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,NA,2032,19,1,5
0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,NA,2033,19,1,11
1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,NA,2034,19,1,16
0,1,0,NA,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,NA,2035,19,1,6
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,2036,19,1,17
0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,NA,2037,19,1,8
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,NA,2038,19,2,5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2039,19,1,1
0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,NA,2040,19,1,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2041,19,2,1
0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,NA,2043,19,1,8
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,NA,2044,19,1,4
0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,NA,2045,19,2,6
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,2046,19,1,4
0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2048,19,1,0
0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,NA,2049,19,1,14
0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,NA,2050,19,1,10
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,2051,19,1,3
0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,NA,2052,19,1,7
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,NA,2053,19,1,4
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,2054,19,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2055,19,1,0
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,NA,2056,19,1,5
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,2057,19,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,2058,19,1,1
1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,NA,2060,19,1,14
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,2061,19,2,3
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,NA,2062,19,2,5
1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,NA,2063,19,1,7
0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,NA,2064,19,6,9
1,0,0,1,1,1,0,0,0,0,0,0,1,NA,0,0,1,0,0,1,NA,2066,19,2,6
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,NA,2067,19,2,4
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,NA,2068,19,2,5
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,NA,2070,19,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2071,19,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2072,19,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,2073,19,3,17
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,2074,19,2,2
0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,NA,2075,19,2,8
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,NA,2076,19,1,5
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2077,19,1,2
0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,NA,2078,19,2,7
1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,NA,2079,19,3,12
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,2080,19,2,4
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,NA,2081,19,1,8
0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,NA,2082,19,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2083,19,1,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,NA,2084,19,1,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,NA,2085,19,2,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,2089,19,1,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2091,19,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2092,19,1,0
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,2094,19,2,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2095,19,2,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,2096,19,1,3
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,NA,2097,19,1,4
0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,2098,19,1,5
0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2099,19,1,4
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,2100,19,2,16
0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,NA,2101,19,2,9
NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2103,19,1,1
0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,NA,2104,19,1,6
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,2105,19,1,5
0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,NA,2106,19,1,8
0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,NA,2107,19,1,9
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,2108,19,1,5
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,NA,2109,19,2,2
0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,NA,2110,19,1,10
0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,NA,2111,19,NA,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2112,19,1,0
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,NA,2113,19,2,8
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,NA,2114,19,1,6
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2115,19,2,3
0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,NA,2116,19,1,7
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2117,19,1,2
0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,NA,2118,19,NA,10
0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,NA,2119,19,NA,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2120,19,3,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,NA,2121,19,1,3
1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,NA,2124,19,1,13
0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,2125,19,1,8
0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,2128,19,5,2
1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,NA,2129,19,1,12
0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,NA,2130,19,1,6
0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,NA,2131,19,2,14
0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,NA,2132,19,1,11
0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,2134,19,1,5
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,2136,19,2,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2138,19,1,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,NA,2139,19,1,5
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2140,19,1,17
0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,NA,2141,19,2,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2142,19,1,0
0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,NA,2143,19,1,10
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2144,19,1,2
0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,NA,2146,19,2,6
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,NA,2147,19,1,3
1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,NA,2148,19,1,10
0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,NA,2149,19,1,10
1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,NA,2150,19,1,9
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NA,2151,19,1,3
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,2152,19,1,3
1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,NA,2153,19,1,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2154,19,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2155,19,1,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2156,19,3,4
0,0,0,1,0,0,0,0,0,1,0,1,1,NA,NA,1,1,1,0,1,NA,2157,19,2,7
0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,NA,2159,19,NA,10
0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,NA,2160,19,1,7
0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,NA,2161,19,1,9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2162,19,1,1
1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,NA,2163,19,1,12
0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,NA,2164,19,1,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2165,19,1,1
