samb01,samb02,samb03,samb04,samb05,samb06,samb07,samb08,samb09,samb10,samb11,samb12,samb13,samb14,samb15,samb16,samb17,samb18,samb19,gender,age,id,semester,ethnic,SAmb_tot
0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NA,2133,49,1,4
0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,NA,2134,49,1,13
0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,NA,2135,49,1,7
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,NA,2136,49,2,6
0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,NA,2137,49,1,8
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,NA,2138,49,1,16
0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,NA,2139,49,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,2140,49,3,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,NA,2141,49,2,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,2142,49,2,1
0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,NA,2143,49,1,7
1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,NA,2144,49,2,13
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,NA,2145,49,1,5
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,NA,2146,49,1,15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2147,49,1,2
1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,NA,2148,49,2,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2149,49,2,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,NA,2150,49,1,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,2151,49,1,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,NA,2152,49,1,2
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,NA,2153,49,2,3
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2154,49,1,3
1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,NA,2156,49,1,9
0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,NA,2157,49,1,7
1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,NA,2158,49,4,12
0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,NA,2159,49,2,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,2160,49,2,1
0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,NA,2161,49,4,12
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,2162,49,1,3
0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,NA,2163,49,2,7
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2165,49,1,2
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,NA,2166,49,1,14
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,NA,2167,49,1,5
1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,NA,2168,49,1,11
0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,2169,49,1,5
1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,NA,2170,49,1,14
0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,NA,2171,49,1,10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2172,49,1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,NA,2173,49,1,3
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,2174,49,2,16
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2176,49,1,2
0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,NA,2177,49,1,10
0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,NA,2178,49,1,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2179,49,1,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,2180,49,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2181,49,1,0
0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,NA,2182,49,2,10
0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,NA,2183,49,2,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,NA,2184,49,1,3
1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,NA,2185,49,1,13
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,2187,49,1,5
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,NA,2188,49,1,16
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,2189,49,1,4
1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,NA,2190,49,1,10
0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,NA,2191,49,1,8
0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,NA,2192,49,2,8
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2193,49,1,18
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,2201,49,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,NA,2202,49,1,3
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,2203,49,1,3
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2204,49,1,2
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,2205,49,1,4
0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,NA,2206,49,2,5
0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,2207,49,1,4
1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,NA,2208,49,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2209,49,1,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,NA,2210,49,1,5
0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,NA,2211,49,1,15
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,2213,49,2,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2214,49,1,2
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,NA,2215,49,1,6
0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,NA,2216,49,2,8
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,2217,49,1,3
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,NA,2218,49,1,6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,2219,49,1,2
0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,NA,2220,49,2,10
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,NA,2221,49,1,4
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,NA,2222,49,1,4
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,2223,49,1,15
0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,NA,2224,49,1,8
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,NA,2225,49,1,3
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NA,2251,49,1,3
0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,NA,2252,49,1,6
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2253,49,2,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2254,49,1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,2255,49,1,2
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,NA,2256,49,1,3
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2257,49,1,2
0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,NA,2258,49,1,9
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,2259,49,1,3
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,NA,2260,49,1,6
0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,NA,2261,49,1,10
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,NA,2262,49,1,3
1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,NA,2263,49,1,11
0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,NA,2264,49,1,9
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2265,49,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,2266,49,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,NA,2267,49,1,0
0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,NA,2268,49,1,8
0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,NA,2269,49,1,10
0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,NA,2270,49,1,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2271,49,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2273,49,1,1
0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,NA,2274,49,1,6
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2275,49,1,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,2276,49,2,2
0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,NA,2277,49,1,12
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,2278,49,1,5
0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,NA,2279,49,1,8
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,NA,2280,49,2,5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2281,49,1,1
0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,NA,2282,49,2,9
0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,NA,2283,49,2,7
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,NA,2284,49,2,3
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,2285,49,1,5
0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,NA,2286,49,2,11
0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,NA,2287,49,1,7
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,NA,2288,49,1,4
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,2289,49,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2290,49,1,0
0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,NA,2291,49,2,12
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2292,49,1,3
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,2293,49,1,4
1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,NA,2294,49,1,9
1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,NA,2295,49,1,9
1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,NA,2296,49,1,11
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,NA,2297,49,1,7
0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,NA,2298,49,1,6
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,2300,49,2,3
0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,NA,2302,49,1,14
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,NA,2304,49,1,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2305,49,1,1
0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,NA,2306,49,1,12
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,NA,2307,49,1,2
0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,NA,2308,49,2,11
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,2309,49,1,3
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,NA,2310,49,1,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,NA,2311,49,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,NA,2312,49,2,4
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2313,49,1,2
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,NA,2314,49,1,5
1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,NA,2315,49,2,12
0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,2316,49,1,6
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,NA,2317,49,1,6
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,2318,49,1,4
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,NA,2319,49,1,5
0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,NA,2321,49,1,6
0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,NA,2322,49,2,6
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,NA,2323,49,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2325,49,1,1
0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,NA,2327,49,1,6
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,NA,2329,49,2,11
0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,NA,2330,49,1,7
0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,NA,2332,49,1,12
0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,NA,2333,49,2,13
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,2334,49,1,14
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,NA,2335,49,1,4
0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,NA,2336,49,1,7
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2337,49,1,1
0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,2338,49,1,6
0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,NA,2340,49,1,7
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,2341,49,2,16
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2342,49,1,2
1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,NA,2343,49,1,8
1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,NA,2344,49,2,12
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,2346,49,2,3
0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,NA,2351,49,1,6
1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,NA,2352,49,1,14
0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,NA,2353,49,1,6
0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,NA,2354,49,1,6
0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,NA,2355,49,3,5
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2356,49,1,3
1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,NA,2357,49,4,9
0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,NA,2358,49,4,9
0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,NA,2359,49,4,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,NA,2360,49,1,3
1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,NA,2361,49,4,13
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,2362,49,1,2
0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,NA,2363,49,1,9
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,NA,2364,49,1,9
1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,NA,2365,49,1,13
0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,NA,2366,49,1,12
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,2367,49,6,3
1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,2368,49,1,16
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,NA,2369,49,1,3
0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,NA,2370,49,2,11
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,2371,49,2,4
1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,NA,2372,49,2,8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2373,49,1,2
0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,NA,2374,49,1,11
1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,NA,2375,49,1,7
0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,NA,2376,49,1,12
0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,NA,2377,49,2,8
0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,NA,2378,49,1,9
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,2379,49,2,4
1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,NA,2380,49,1,8
0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,NA,2381,49,2,15
0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,NA,2382,49,2,11
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,2383,49,2,5
0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,NA,2385,49,2,7
1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,NA,2386,49,1,12
0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,NA,2387,49,1,7
0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,NA,2389,49,1,5
0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,NA,2390,49,1,8
0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,NA,2391,49,1,12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2392,49,1,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,2393,49,1,2
0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,NA,2394,49,1,12
0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,NA,2395,49,1,8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,2396,49,1,3
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,NA,2397,49,1,16
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,NA,2398,49,6,5
0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,NA,2399,49,2,8
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,NA,2400,49,1,2
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,2401,49,1,14
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2402,49,1,2
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2403,49,1,4
0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,NA,2404,49,1,8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2405,49,1,1
0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,NA,2406,49,4,10
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2407,49,1,2
0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,NA,2408,49,1,5
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,NA,2409,49,1,4
0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,NA,2410,49,1,6
0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,NA,2411,49,6,11
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,NA,2412,49,1,3
0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,NA,2413,49,1,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2415,49,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,NA,2416,49,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,NA,2417,49,NA,6
0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,NA,2418,49,1,14
1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,NA,2419,49,1,12
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,2420,49,1,2
0,1,1,1,0,0,0,0,0,1,1,0,1,1,NA,1,1,0,1,1,NA,2423,49,1,10
0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,NA,2424,49,2,6
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2425,49,1,2
1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,NA,2426,49,1,10
1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,NA,2427,49,1,11
0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,NA,2428,49,1,7
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,NA,2429,49,1,4
1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,NA,2430,49,2,16
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,NA,2431,49,1,4
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,NA,2432,49,1,4
1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,2433,49,1,6
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2434,49,2,1
1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,NA,2435,49,1,9
0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,NA,2436,49,1,6
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,NA,2437,49,2,17
1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,NA,2438,49,1,10
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,NA,2439,49,2,6
0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,NA,2440,49,1,8
0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,NA,2441,49,2,5
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,NA,2442,49,1,5
0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,NA,2443,49,2,7
0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,NA,2444,49,1,12
0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,NA,2445,49,1,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2446,49,1,2
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,NA,2447,49,1,5
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,NA,2448,49,3,14
0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,NA,2449,49,1,13
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,2451,49,1,2
1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,NA,2452,49,1,10
0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,NA,2453,49,1,7
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,2454,49,2,8
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,NA,2455,49,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2456,49,1,0
0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,NA,2457,49,2,9
